cell_type;gene
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q18029774
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q18029753
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q18029742
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q18028616
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q18028455
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q18028217
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q18028022
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q18025951
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q17928415
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q17914023
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q17909215
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q17907833
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q17709283
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q17709273
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q17709258
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q15317282
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14912592
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14912176
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14912125
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14908260
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14908182
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14907096
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14905499
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14889782
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14889263
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14873914
http://www.wikidata.org/entity/Q101404901;http://www.wikidata.org/entity/Q14864844
