item,itemLabel,statements,ensg_wdt,entrez
Q18070167,RNA5SP160,9,,100873426
Q18070168,RNA5SP162,9,,100873427
Q18070169,RNA5SP163,9,,100873428
Q18070170,RNA5SP164,9,,100873429
Q18070171,RNA5SP165,9,,100873430
Q18070172,RNA5SP166,9,,100873431
Q18070173,RNA5SP167,9,,100873432
Q18070174,RNA5SP168,9,,100873433
Q18070175,RNA5SP169,9,,100873434
Q18070176,RNA5SP170,9,,100873435
Q18070177,RNA5SP171,9,,100873436
Q18070178,RNA5SP173,9,,100873437
Q18070179,RNA5SP176,9,,100873438
Q18070180,RNA5SP177,9,,100873439
Q18070181,RNA5SP178,9,,100873440
Q18070182,RNA5SP179,9,,100873441
Q18070183,RNA5SP180,9,,100873442
Q18070184,RNA5SP181,9,,100873443
Q18070185,RNA5SP182,9,,100873444
Q18070186,RNA5SP183,9,,100873445
Q18070187,RNA5SP184,9,,100873446
Q18070188,RNA5SP185,9,,100873447
Q18070189,RNA5SP186,9,,100873448
Q18070190,RNA5SP187,9,,100873449
Q18070191,RNA5SP188,9,,100873450
Q18070192,RNA5SP189,9,,100873451
Q18070193,RNA5SP190,9,,100873452
Q18070194,RNA5SP191,9,,100873453
Q18070195,RNA5SP192,9,,100873454
Q18070196,RNA5SP193,9,,100873455
Q18070197,RNA5SP194,9,,100873456
Q18070199,RNA5SP195,9,,100873457
Q18070200,RNA5SP196,9,,100873458
Q18070201,RNA5SP197,9,,100873459
Q18070202,RNA5SP198,9,,100873460
Q18070203,RNA5SP200,9,,100873461
Q18070204,RNA5SP201,9,,100873462
Q18070208,RNA5SP202,9,,100873463
Q18070217,RNA5SP203,9,,100873464
Q18070224,RNA5SP204,9,,100873465
Q18070225,RNA5SP205,9,,100873466
Q18070226,RNA5SP207,9,,100873467
Q18070227,RNA5SP208,9,,100873468
Q18070228,RNA5SP209,9,,100873469
Q18070229,RNA5SP210,9,,100873470
Q18070230,RNA5SP211,9,,100873471
Q18070231,RNA5SP212,9,,100873472
Q18070232,RNA5SP213,9,,100873473
Q18070233,RNA5SP214,9,,100873474
Q18070234,RNA5SP215,9,,100873475
Q18071717,RNA5SP217,9,,100873477
Q18071718,RNA5SP218,9,,100873478
Q18071719,RNA5SP219,9,,100873479
Q18071720,RNA5SP220,9,,100873480
Q18071721,RNA5SP222,9,,100873481
Q18071723,RNA5SP223,9,,100873482
Q18071725,RNA5SP224,9,,100873483
Q18071726,RNA5SP225,9,,100873484
Q18071727,RNA5SP227,9,,100873485
Q18071729,RNA5SP228,9,,100873486
Q18071730,RNA5SP229,9,,100873487
Q18071732,RNA5SP230,9,,100873488
Q18071733,RNA5SP231,9,,100873489
Q18071734,RNA5SP232,9,,100873490
Q18071735,RNA5SP233,9,,100873491
Q18071736,RNA5SP234,9,,100873492
Q18071738,RNA5SP235,9,,100873493
Q18080535,MIR6810,10,,102466197
Q18080536,MIR6817,10,,102466198
Q18080537,MIR6825,10,,102466199
Q18080539,MIR6844,10,,102466200
Q18080541,MIR6853,10,,102466201
Q18080544,MIR6769B,10,,102466202
Q18080545,MIR6874,10,,102466203
Q18080547,MIR6880,10,,102466204
Q18080549,MIR6887,10,,102466205
Q18080552,MIR7106,10,,102466222
Q18080554,MIR7114,10,,102466223
Q18080557,MIR6077,10,,102466225
Q18080559,MIR7162,11,,102466227
Q18080562,MIR7515,10,,102466235
Q18080564,MIR1273H,10,,102466247
Q18080567,MIR7973-1,10,,102466250
Q18080569,MIR8061,10,,102466251
Q18080573,MIR8069-1,10,,102466252
Q18080575,MIR8076,10,,102466253
Q18080577,MIR6770-3,10,,102466259
Q18080580,MIR6511A1,10,,102466268
Q18080582,MIR6741,10,,102466270
Q18080584,MIR6893,10,,102466271
Q18080587,MIR1199,10,,102466515
Q18080589,MIR6071,10,,102466516
Q18080591,MIR6081,10,,102466518
Q18080593,MIR6086,10,,102466519
Q18080596,MIR6127,10,,102466615
Q18080600,MIR6132,10,,102466616
Q18080602,MIR6500,10,,102466656
Q18080605,MIR6505,10,,102466657
Q18080607,MIR6510,10,,102466658
Q18080610,MIR6515,10,,102466659
Q18080613,MIR6716,10,,102466719
Q18080616,MIR6720,10,,102466720
Q18080618,MIR892C,10,,102466721
Q18080621,MIR6730,10,,102466722
Q18080623,MIR6734,10,,102466723
Q18080626,MIR6739,10,,102466724
Q18080628,MIR6744,10,,102466725
Q18080631,MIR6745,10,,102466726
Q18080633,MIR6749,10,,102466727
Q18080636,MIR6754,10,,102466728
Q18080638,MIR6759,10,,102466729
Q18080641,MIR6764,10,,102466730
Q18080643,MIR6769A,10,,102466731
Q18080646,MIR6774,10,,102466732
Q18080648,MIR6778,10,,102466733
Q18080651,MIR6783,16,ENSG00000278223,102466734
Q18080654,MIR6788,10,,102466735
Q18080656,MIR6789,10,,102466736
Q18080658,MIR6793,10,,102466737
Q18080661,MIR6798,10,,102466738
Q18080663,MIR6803,10,,102466739
Q18080666,MIR6808,10,,102466740
Q18080669,MIR6813,10,,102466741
Q18080671,MIR6818,10,,102466742
Q18080674,MIR6822,10,,102466743
Q18080676,MIR6827,10,,102466744
Q18080678,MIR6832,10,,102466745
Q18080681,MIR6780B,10,,102466746
Q18080684,MIR6840,10,,102466747
Q18080687,MIR6845,10,,102466748
Q18080689,MIR6849,10,,102466749
Q18080692,MIR6855,10,,102466750
Q18080694,MIR6859-1,10,,102466751
Q18080697,MIR6863,10,,102466752
Q18080699,MIR6868,10,,102466753
Q18080702,MIR6873,10,,102466754
Q18080704,MIR6875,10,,102466755
Q18080707,MIR6879,10,,102466756
Q18080710,MIR6884,10,,102466757
Q18080712,MIR6889,10,,102466758
Q18080716,MIR6894,10,,102466759
Q18080718,MIR7108,10,,102466806
Q18080721,MIR6511A2,10,,102466812
Q18080723,MIR7151,10,,102466814
Q18080725,MIR7155,10,,102466815
Q18080728,MIR7159,10,,102466816
Q18080730,MIR7705,10,,102466854
Q18080732,MIR6516,10,,102466864
Q18080735,MIR7848,10,,102466865
Q18080737,MIR7853,10,,102466866
Q18080740,MIR7975,10,,102466872
Q18080742,MIR8052,10,,102466873
Q18080744,MIR8057,10,,102466874
Q18080747,MIR8063,10,,102466875
Q18080749,MIR8068,10,,102466876
Q18080752,MIR8072,11,,102466877
Q18080754,MIR8078,10,,102466878
Q18080757,MIR8083,10,,102466879
Q18080759,MIR8088,10,,102466880
Q18080762,MIR8071-2,11,,102466889
Q18080765,MIR6124,10,,102466906
Q18080768,MIR6785,10,,102466911
Q18080771,MIR6871,10,,102466912
Q18080773,MIR8059,9,,102466918
Q18080775,MIR6082,10,,102466953
Q18080778,MIR6130,10,,102466967
Q18080780,MIR6508,10,,102466972
Q18064935,RPS27P15,9,,100271118
Q18064936,RPS27P16,9,,100271119
Q18064937,RPS28P2,9,,100271120
Q18064938,RPS28P5,9,,100271121
Q18064939,RPS29P13,9,,100271122
Q18064940,RPS29P4,9,,100271123
Q18064941,RPS29P5,9,,100271124
Q18064942,FAUP2,9,,100271125
Q18064943,FAUP3,9,,100271126
Q18064944,RPS3AP8,9,,100271127
Q18064945,RPS3AP9,9,,100271129
Q18064946,RPS3AP17,9,,100271130
Q18064947,RPS3AP23,9,,100271131
Q18064948,RPS4XP5,9,,100271132
Q18064949,RPS4XP10,9,,100271133
Q18064950,RPS6P18,9,,100271135
Q18064951,RPS6P19,9,,100271136
Q18064952,RPL13AP9,9,,100271137
Q18064953,RPL23AP17,9,,100271138
Q18064954,RPL36AP9,9,,100271139
Q18064955,RPL36AP10,9,,100271140
Q18064956,RPS15AP6,9,,100271141
Q18064957,RPS15AP7,9,,100271142
Q18064959,RPS15AP8,9,,100271143
Q18064960,RPS27AP6,9,,100271144
Q18064961,RPL7P53,9,,100271145
Q18064962,RPL7P54,9,,100271146
Q18064963,RPL7P55,9,,100271147
Q18064964,RPSAP59,9,,100271148
Q18064965,RPSAP60,9,,100271149
Q18064966,RPL17P19,9,,100271150
Q18064967,RPL17P21,9,,100271151
Q18064968,RPL17P23,9,,100271152
Q18064969,RPL17P24,9,,100271153
Q18064970,RPL17P29,9,,100271154
Q18064971,RPL17P30,9,,100271155
Q18064972,RPL17P31,9,,100271156
Q18064973,RPL21P30,9,,100271157
Q18064974,RPL21P40,9,,100271158
Q18064975,RPL21P41,9,,100271159
Q18064976,RPL21P31,9,,100271160
Q18064977,RPL21P32,9,,100271161
Q18064978,RPL21P42,9,,100271162
Q18064979,RPL21P43,9,,100271163
Q18064980,RPL21P47,9,,100271164
Q18064981,RPL21P48,9,,100271165
Q18064982,RPL21P49,9,,100271166
Q18064983,RPL21P50,9,,100271167
Q18064984,RPL21P54,9,,100271168
Q18064985,RPL21P51,9,,100271169
Q18064986,RPL21P55,9,,100271170
Q18064987,RPL21P56,9,,100271171
Q18064988,RPL21P57,9,,100271172
Q18064989,RPL21P58,9,,100271173
Q18064990,RPL21P59,9,,100271174
Q18064991,RPL21P60,9,,100271175
Q18064992,RPL21P63,9,,100271176
Q18064993,RPL21P64,9,,100271177
Q18064994,RPL21P65,9,,100271178
Q18064995,RPL21P66,9,,100271179
Q18064996,RPL21P67,9,,100271180
Q18064997,RPL21P72,9,,100271181
Q18064998,RPL21P73,9,,100271182
Q18064999,RPL21P77,9,,100271183
Q18065000,RPL21P74,9,,100271184
Q18065001,RPL21P78,9,,100271185
Q18065002,RPL21P83,9,,100271186
Q18065003,RPL21P84,9,,100271187
Q18065004,RPL21P79,9,,100271188
Q18065005,RPL21P85,9,,100271189
Q18065006,RPL21P86,9,,100271190
Q18065007,RPL26P20,9,,100271191
Q18065008,RPL30P15,9,,100271192
Q18065009,RPL31P34,9,,100271193
Q18065010,RPL31P24,9,,100271194
Q18065011,RPL31P40,9,,100271196
Q18065012,RPL31P42,9,,100271197
Q18065013,RPL31P27,9,,100271198
Q18065014,RPL31P35,9,,100271199
Q18065015,RPL31P36,9,,100271200
Q18065016,RPL31P41,9,,100271201
Q18065017,RPL37P17,9,,100271202
Q18065018,RPL39P23,9,,100271203
Q18065019,RPL5P25,9,,100271204
Q18065021,RPL5P26,9,,100271206
Q18065022,RPL5P32,9,,100271207
Q18065023,RPL6P28,9,,100271208
Q18065024,RPL7AP28,9,,100271209
Q18065025,RPL7AP35,9,,100271210
Q18065026,RPL7AP47,9,,100271211
Q18065027,RPL7AP48,9,,100271212
Q18065028,RPL7AP41,9,,100271213
Q18065029,RPL7AP49,9,,100271214
Q18065030,RPL7AP42,9,,100271215
Q18065031,RPL7P35,9,,100271216
Q18065032,RPL7P39,9,,100271217
Q18065033,RPL7P36,9,,100271218
Q18065034,RPL7P40,9,,100271220
Q18065035,RPL7P49,9,,100271221
Q18065036,RPL7P41,9,,100271222
Q18069094,NXT1P1,9,,100652801
Q18069095,NANOGNBP3,9,,100652831
Q18069099,CACNA1C-AS1,10,,100652846
Q18069100,LINC01023,10,,100652853
Q18069101,LINC00408,11,,100652856
Q18069102,TMCO5B,10,,100652857
Q18069103,LINC00539,11,,100652865
Q18069104,ALOX15P1,10,,100652883
Q18069105,SIRPB3P,8,,100652885
Q18069107,ANP32BP3,9,,100652899
Q18069108,LINC00904,10,,100652909
Q18069109,GAPDHP75,9,,100652918
Q18069110,MTND2P28,9,,100652939
Q18069111,SOD1P2,9,,100652974
Q18069112,LINC00702,10,,100652988
Q18069113,LINC00706,10,,100652997
Q18069114,TAS2R68P,8,,100653053
Q18069115,SCA32,7,,100653368
Q18069116,DFNB81,7,,100653390
Q18069117,YPEL5P3,9,,100653396
Q18069118,BANF1P4,9,,100653423
Q18069119,MTND4P14,9,,100653489
Q18069120,CEP295NL,26,ENSG00000178404,100653515
Q18069122,MRT17,7,,100689013
Q18069123,ARHGAP22-IT1,10,,100689073
Q18069125,POU6F2-AS2,10,,100689074
Q18069126,H3P12,9,,100689229
Q18069127,CNN2P11,9,,100689296
Q18069128,PCAT1,50,ENSG00000253438,100750225
Q18069130,SNAPC5P1,9,,100750245
Q18069131,HIF1A-AS1,11,,100750246
Q18069132,HIF1A-AS2,11,,100750247
Q18069136,RCAN3AS,13,,100750325
Q18069144,HTT-AS,10,,100750326
Q18069160,KLHL7-DT,10,,100775104
Q18069169,ERVK-18,7,,100775105
Q18069180,RBM5-AS1,10,,100775107
Q18069234,LINC00501,10,,100820709
Q18069272,LSM1P1,9,,100820732
Q18069283,H2BP6,9,,100820735
Q18069292,RBBP4P6,9,,100820741
Q18069299,MYZAP,28,ENSG00000263155,100820829
Q18069301,LINC00506,11,,100846978
Q18069302,MIR5197,10,,100846991
Q18069303,MIR548AW,10,,100846992
Q18069305,MIR5009,10,,100846993
Q18069306,MIR3670-2,11,,100846994
Q18069307,MIR5000,10,,100846995
Q18069308,MIR5007,9,,100846996
Q18069309,MIR5583-2,10,,100846997
Q18069310,MIR5689,10,,100846998
Q18069311,MIR4444-2,11,,100846999
Q18069313,MIR5579,10,,100847000
Q18069314,MIR5680,10,,100847001
Q18069315,MIR5011,10,,100847002
Q18069316,MIR5693,10,,100847003
Q18069317,MIR5188,10,,100847004
Q18069318,MIR5701-2,10,,100847005
Q18069319,MIR5571,10,,100847006
Q18069320,MIR5696,10,,100847007
Q18069321,MIR4524B,10,,100847008
Q18069322,MIR1295B,10,,100847009
Q18069323,MIR5581,10,,100847010
Q18069325,MIR5004,10,,100847012
Q18069326,MIR5692B,10,,100847013
Q18069327,MIR5100,10,,100847014
Q18069328,MIR5691,10,,100847015
Q18069329,MIR5695,10,,100847016
Q18069330,MIR5692C2,10,,100847017
Q18069331,MIR5585,10,,100847018
Q18069332,MIR5687,10,,100847019
Q18069333,MIR5582,10,,100847020
Q18069334,MIR5002,10,,100847021
Q18069335,MIR5093,10,,100847022
Q18069336,MIR5091,10,,100847023
Q18069337,MIR5698,10,,100847024
Q18069338,MIR5583-1,10,,100847025
Q18069339,MIR5006,10,,100847026
Q18069340,MIR5705,10,,100847027
Q18069341,MIR5587,10,,100847028
Q18069342,MIR5003,10,,100847029
Q18069343,MIR548AT,10,,100847030
Q18069344,MIR5700,10,,100847031
Q18069345,MIR5707,10,,100847032
Q18069346,MIR4436B2,11,,100847033
Q18069347,MIR5683,10,,100847034
Q18069348,MIR548AR,10,,100847035
Q18069349,MIR5186,10,,100847036
Q18069350,MIR5001,10,,100847037
Q18069351,MIR5692A2,22,ENSG00000264512,100847038
Q18069351,MIR5692A2,22,ENSG00000284785,100847038
Q18069352,MIR5092,10,,100847039
Q18069354,MIR5704,10,,100847040
Q18069355,MIR3680-2,10,,100847041
Q18069357,MIR5572,10,,100847042
Q18069358,MIR5682,10,,100847043
Q18069359,MIR5087,10,,100847044
Q18069360,MIR548AU,10,,100847045
Q18069361,MIR5010,10,,100847046
Q18069362,MIR4666B,10,,100847047
Q18073160,TSPAN9-IT1,9,,100874356
Q18073163,RNY1P9,9,,100874358
Q18073165,TMEM212-IT1,8,,100874359
Q18073168,GRPEL2P1,9,,100874360
Q18073170,PPP2R2B-IT1,10,,100874361
Q18073173,HOXB-AS1,11,,100874362
Q18073175,HOXC-AS1,10,,100874363
Q18073178,HOXC-AS2,10,,100874364
Q18073183,HOXC-AS3,10,,100874365
Q18073185,HOXC13-AS,10,,100874366
Q18073189,ZDHHC20-IT1,8,,100874367
Q18073193,CACNA1C-IT2,10,,100874369
Q18073195,CACNA1C-IT3,10,,100874370
Q18073199,ARHGEF7-IT1,9,,100874371
Q18073201,ARHGAP26-IT1,10,,100874372
Q18073203,STARD13-IT1,9,,100874373
Q18073206,ARHGEF38-IT1,10,,100874374
Q18073208,FAM155A-IT1,11,,100874375
Q18073210,SMIM2-IT1,10,,100874377
Q18073213,PTGER4P3,9,,100874378
Q18073215,POM121L13P,9,,100874379
Q18073217,DPPA5P2,9,,100874380
Q18073220,NPIPP1,9,,100874381
Q18073222,USP9YP12,9,,100874382
Q18073224,USP9YP22,9,,100874383
Q18073227,USP9YP30,9,,100874384
Q18073229,HNRNPKP5,9,,100874385
Q18073232,OSTCP5,9,,100874386
Q18073234,OSTCP6,9,,100874387
Q18073238,OSTCP8,9,,100874388
Q18073240,CNOT4P1,9,,100874389
Q18073242,RAC1P7,9,,100874390
Q18073244,OSTCP7,9,,100874391
Q18073248,ANKRD20A12P,9,,100874392
Q18073250,EIF2AP1,9,,100874393
Q18073252,EIF2AP2,9,,100874394
Q18073254,EIF2AP3,9,,100874395
Q18073258,HNRNPA1P24,9,,100874396
Q18073260,CDKN2AIPNLP3,9,,100874397
Q18073263,RAC1P8,9,,100874398
Q18073266,IMPDH1P10,9,,100874399
Q18073268,HNRNPA1P18,9,,100874400
Q18073271,EIF2AP4,9,,100874401
Q18073275,HNRNPA1P19,9,,100874402
Q18073278,ERHP2,9,,100874403
Q18073280,LINC00328-2P,9,,100874404
Q18073282,PPIAP27,9,,100874405
Q18073285,FAM106DP,9,,100874406
Q18073296,SNRPGP3,9,,100874407
Q18073304,SNRPGP7,9,,100874408
Q18073308,SNRPGP8,9,,100874409
Q18073310,HMGN1P9,9,,100874410
Q18073314,SNRPFP2,9,,100874411
Q18073317,SNRPFP4,9,,100874412
Q18073318,SNRPEP5,9,,100874413
Q18073320,SNRPEP6,9,,100874414
Q18073324,SNRPEP7,9,,100874415
Q18073327,SNRPEP9,9,,100874416
Q18073330,TIMM8BP2,9,,100874417
Q18073332,SNRPGP5,9,,100874418
Q18073334,IPPKP1,9,,100874419
Q18073336,ARL2BPP5,9,,100874420
Q18073338,ARL2BPP6,9,,100874421
Q18073340,SNRPFP3,9,,100874422
Q18073343,SNRPEP8,9,,100874423
Q18073345,SNRPEP10,9,,100874424
Q18073348,SNRPGP11,9,,100874426
Q18073350,SNRPGP12,9,,100874427
Q18073352,SNRPGP13,9,,100874428
Q18073354,HMGN1P5,9,,100874429
Q18073355,HMGN1P6,9,,100874430
Q18073357,HMGN1P8,9,,100874431
Q18073360,TCEAL4P1,9,,100874432
Q18073362,IQCJ-SCHIP1-AS1,10,,100874433
Q18073364,SNRPGP14,9,,100874434
Q18073366,HIGD1AP4,9,,100874435
Q18073369,HIGD1AP6,9,,100874436
Q18073371,HIGD1AP7,9,,100874437
Q18073374,HMGN1P10,9,,100874438
Q18073376,HMGN1P13,9,,100874439
Q18073379,HMGN1P14,9,,100874440
Q18073381,HMGN1P15,9,,100874441
Q18073383,HMGN1P16,9,,100874442
Q18073385,HMGN1P17,9,,100874443
Q18073388,HMGN1P18,9,,100874444
Q18073390,HMGN1P19,9,,100874445
Q18073392,HMGN1P33,9,,100874446
Q18073394,HMGN1P34,9,,100874447
Q18073397,HMGN1P35,9,,100874448
Q18073399,ARL2BPP10,9,,100874449
Q18073402,HIGD1AP2,9,,100874450
Q18073404,HIGD1AP8,9,,100874451
Q18073407,HIGD1AP9,9,,100874452
Q18073409,HIGD1AP11,9,,100874453
Q18073411,HIGD1AP13,9,,100874454
Q18073414,HIGD1AP14,9,,100874455
Q18073416,HIGD1AP18,9,,100874456
Q18073419,CASP1P1,9,,100874457
Q18073423,HMGN2P14,9,,100874458
Q18073425,HMGN1P20,9,,100874459
Q18080783,MIR6729,10,,102466982
Q18080785,MIR6766,10,,102466983
Q18080788,MIR6801,10,,102466984
Q18080790,MIR6837,10,,102466985
Q18080793,MIR6866,10,,102466986
Q18080795,MIR7156,10,,102466995
Q18080798,MIR7851,10,,102467003
Q18080800,MIR8053,10,,102467004
Q18080804,MIR8084,10,,102467005
Q18080806,LINC01377,10,,102467074
Q18080808,LINC01017,10,,102467075
Q18080811,LINC00603,12,,102467077
Q18080813,LINC01335,10,,102503429
Q18080815,RASGRF2-AS1,10,,102524628
Q18080817,LINC01338,10,,102546175
Q18080825,LINC01340,10,,102546227
Q18080834,ARHGAP23P1,9,,102577425
Q18080844,PCAT5,10,,102578074
Q18080855,LINC01152,11,,102606463
Q18080867,THRIL,11,,102659353
Q18080876,LINC01159,12,,102682016
Q18080886,GHET1,10,,102723099
Q18080898,OTSC10,7,,102723100
Q18080906,LINC01169,10,,102723165
Q18080912,STAM-AS1,10,,102723166
Q18080914,MIR133A1HG,10,,102723167
Q18080917,IGHV2-70D,7,,102723168
Q18080919,IGHV1-69D,7,,102723169
Q18080921,IGHV3-64D,7,,102723170
Q18080924,PRELID3BP11,9,,102723314
Q18080926,LINC01053,10,,102723318
Q18080928,LINC00412,10,,102723332
Q18080930,ZFPM2-AS1,11,,102723356
Q18080933,LINC01495,10,,102723378
Q18080935,DUX4L25,10,,102723423
Q18080937,LINC01496,10,,102723426
Q18080939,DUX4L24,10,,102723449
Q18080942,DUX4L23,10,,102723472
Q18080944,CSE1L-AS1,11,,102723483
Q18080946,LINC01497,11,,102723487
Q18080949,DUX4L22,10,,102723495
Q18080952,KANTR,19,,102723508
Q18080954,LCMT1-AS1,10,,102723510
Q18080957,ZNF30-AS1,10,,102723513
Q18080959,DUX4L21,10,,102723518
Q18080961,DUX4L20,10,,102723538
Q18080964,CSAG2,23,ENSG00000268902,102723547
Q18080966,LINC01498,10,,102723562
Q18080968,LINC01440,10,,102723578
Q18080971,BMP7-AS1,10,,102723590
Q18080973,LINC01445,11,,102723605
Q18080975,HID1-AS1,10,,102723641
Q18080977,LINC01499,9,,102723644
Q18080980,LINC01500,10,,102723742
Q18080982,LINC01315,12,,102723775
Q18080984,LINC01248,10,,102723818
Q18080987,LINC01065,10,,102723875
Q18080989,LINC01038,9,,102724076
Q18080991,TTC39A-AS1,10,,102724097
Q18080993,PABPC5-AS1,10,,102724167
Q18080996,SVIL-AS1,20,,102724316
Q18080998,NEURL1-AS1,11,,102724341
Q18081003,LINC02585,10,,102724368
Q18081005,LINC01393,10,,102724386
Q18081008,GAGE10,18,ENSG00000215274,102724473
Q18081010,LINC01291,10,,102724515
Q18081012,LINC01423,10,,102724678
Q18081015,LANCL1-AS1,12,,102724820
Q18081017,MIATNB,10,,102724827
Q18081020,LINC01232,10,,102725509
Q18081022,ELDR,11,,102725541
Q18081025,HAGLROS,10,,102800310
Q18081027,MIR7515HG,10,,102800314
Q18081029,LINC01246,11,,102800315
Q18081033,LINC01222,10,,102800316
Q18081035,LINC01230,10,,102800446
Q18081037,LINC00843,9,,102902672
Q18081040,CASC21,10,,103021164
Q18081042,CASC19,11,,103021165
Q18081045,ABALON,10,,103021294
Q18081047,SNHG22,10,,103091864
Q18081050,TRBVC,7,,103106900
Q18081052,IGHV3-43D,7,,103106901
Q18081054,LINC01276,10,,103106903
Q18081056,PAUPAR,10,,103157000
Q18081059,PCAT2,11,,103164619
Q18081061,LINC01362,10,,103283057
Q18081064,KIAA1614-AS1,10,,103344928
Q18081067,BGLT3,11,,103344929
Q18081069,LINC01391,10,,103344930
Q18081072,LINC01410,23,ENSG00000238113,103352539
Q18081074,IGKV1OR9-1,9,,103352540
Q18081076,LINC01419,10,,103352670
Q18081079,TRG-CCC1-1,8,,103456505
Q18081081,TRE-TTC4-1,9,,107985758
Q18081084,LINC01442,21,ENSG00000227510,103456507
Q18081086,TRC-GCA7-1,9,,107985761
Q18081089,TRN-GTT18-1,9,,103456509
Q18081091,TRV-CAC11-1,10,,100189486
Q18081093,TRL-CAA1-1,8,,107987402
Q18071740,RNA5SP236,9,,100873494
Q18071742,RNA5SP237,9,,100873495
Q18071743,RNA5SP238,9,,100873496
Q18071744,RNA5SP239,9,,100873497
Q18071745,RNA5SP240,9,,100873498
Q18071746,RNA5SP241,9,,100873499
Q18071749,RNA5SP242,9,,100873500
Q18071750,RNA5SP245,9,,100873501
Q18071751,RNA5SP246,9,,100873502
Q18071752,RNA5SP247,9,,100873503
Q18071753,RNA5SP248,9,,100873504
Q18071755,RNA5SP249,9,,100873505
Q18071756,RNA5SP250,9,,100873506
Q18071757,RNA5SP251,9,,100873507
Q18071760,RNA5SP252,9,,100873508
Q18071761,RNA5SP255,9,,100873509
Q18071763,RNA5SP256,9,,100873510
Q18071764,RNA5SP257,9,,100873511
Q18071765,RNA5SP258,9,,100873512
Q18071766,RNA5SP259,9,,100873513
Q18071767,RNA5SP260,9,,100873514
Q18071768,RNA5SP261,9,,100873515
Q18071769,RNA5SP262,9,,100873516
Q18071771,RNA5SP264,9,,100873517
Q18071772,RNA5SP265,9,,100873518
Q18071773,RNA5SP266,9,,100873519
Q18071774,RNA5SP267,9,,100873520
Q18071775,RNA5SP268,9,,100873521
Q18071777,RNA5SP269,9,,100873522
Q18071778,RNA5SP270,9,,100873523
Q18071779,RNA5SP271,9,,100873524
Q18071780,RNA5SP272,9,,100873525
Q18071781,RNA5SP273,9,,100873526
Q18071782,RNA5SP274,9,,100873527
Q18071783,RNA5SP275,9,,100873528
Q18071784,RNA5SP276,9,,100873529
Q18071785,RNA5SP277,9,,100873530
Q18071786,RNA5SP278,9,,100873531
Q18071787,RNA5SP279,9,,100873532
Q18071789,RNA5SP280,9,,100873533
Q18071790,RNA5SP281,9,,100873534
Q18071791,RNA5SP282,9,,100873535
Q18071793,RNA5SP283,9,,100873536
Q18071794,RNA5SP284,9,,100873537
Q18071795,RNA5SP285,9,,100873538
Q18071796,RNA5SP286,9,,100873539
Q18071797,RNA5SP287,9,,100873540
Q18071798,RNA5SP288,9,,100873541
Q18071800,RNA5SP289,9,,100873542
Q18071802,RNA5SP290,9,,100873543
Q18071803,RNA5SP291,9,,100873544
Q18071804,RNA5SP292,9,,100873545
Q18071805,RNA5SP293,9,,100873546
Q18071806,RNA5SP294,9,,100873547
Q18071807,RNA5SP295,9,,100873548
Q18071808,RNA5SP296,9,,100873549
Q18071810,RNA5SP499,9,,100873550
Q18071811,RNA5SP500,9,,100873551
Q18071812,RNA5SP501,9,,100873552
Q18071813,RNA5SP502,9,,100873553
Q18071814,RNA5SP503,9,,100873554
Q18071815,RNA5SP504,9,,100873555
Q18071816,RNA5SP505,9,,100873556
Q18071817,RNA5SP506,9,,100873557
Q18071818,RNA5SP507,9,,100873558
Q18071819,RNA5SP508,9,,100873559
Q18071822,RNA5SP509,9,,100873560
Q18071832,RNA5SP510,9,,100873561
Q18071837,RNA5SP511,9,,100873562
Q18071838,RNA5SP512,9,,100873563
Q18071839,RNA5SP513,9,,100873564
Q18071840,RNA5SP514,9,,100873565
Q18071841,RNA5SP515,9,,100873566
Q18071842,RNA5SP516,9,,100873567
Q18071843,RNA5SP517,9,,100873568
Q18071844,RNA5SP518,9,,100873569
Q18071845,RNA5SP519,9,,100873570
Q18071846,RNA5-8SP2,9,,100873571
Q18071847,RNA5-8SP4,9,,100873572
Q18071848,RNA5-8SP7,9,,100873573
Q18071849,RNA5SP299,9,,100873574
Q18071851,RNA5SP300,9,,100873575
Q18071852,RNA5SP301,9,,100873576
Q18071853,RNA5SP303,9,,100873577
Q18071854,RNA5SP304,9,,100873578
Q18071856,RNA5SP305,9,,100873579
Q18071857,RNA5SP306,9,,100873580
Q18071859,RNA5SP307,9,,100873581
Q18071860,RNA5SP308,9,,100873582
Q18071863,RNA5SP309,9,,100873583
Q18071864,RNA5SP318,9,,100873584
Q18071865,RNA5SP319,9,,100873585
Q18071866,RNA5SP320,9,,100873586
Q18071867,RNA5SP321,9,,100873587
Q18071868,RNA5SP322,9,,100873588
Q18071870,RNA5SP323,9,,100873589
Q18071871,RNA5SP324,9,,100873590
Q18071872,RNA5SP325,9,,100873591
Q18071873,RNA5SP326,9,,100873592
Q18071874,RNA5SP327,9,,100873593
Q18065037,RPL7P42,9,,100271223
Q18065038,RPL7P43,9,,100271224
Q18065039,RPL7P45,9,,100271225
Q18065040,RPL7P51,9,,100271226
Q18065041,RPL9P26,9,,100271227
Q18065042,RPL9P31,9,,100271228
Q18065043,RPL9P33,9,,100271229
Q18065044,RPS17P17,9,,100271230
Q18065045,RPS20P18,9,,100271231
Q18065046,RPS20P24,9,,100271232
Q18065047,RPS20P20,9,,100271233
Q18065048,RPS20P21,9,,100271234
Q18065049,RPS20P25,9,,100271235
Q18065050,RPS21P5,9,,100271236
