item,itemLabel,statements,ensg_wdt,entrez
Q18319057,Gm17815,9,,100306934
Q18319058,Gm14676,9,,100306935
Q18319059,Scarna13,10,,100306943
Q18319060,Snora73a,10,,100306944
Q18319061,Snora73b,10,,100306945
Q18319063,Snora78,10,,100306952
Q18319064,4122401K19Rik,6,,100306953
Q18319065,Snora17,10,,100306954
Q18319066,Snora43,10,,100306955
Q18319067,Snora24,10,,100306957
Q18319068,B230322F03Rik,7,,100306959
Q18319069,Gm17816,9,,100306970
Q18319070,Gm17082,9,,100306977
Q18319071,Gm17817,9,,100307069
Q18271198,AU022479,6,,100309
Q20863618,LOC100310,6,,100310
Q18319072,A430073D23Rik,7,,100310753
Q20954476,LOC100310781,6,,100310781
Q18319073,1700016D18Rik,7,,100310787
Q18319074,Gm17818,9,,100310789
Q18319075,Gm10509,10,,100310809
Q18319076,Snora16a,10,,100310813
Q18319077,B930046C15Rik,7,,100310837
Q18319078,Gm17819,9,,100310868
Q18319079,Dynlt1a,15,,100310872
Q18319080,Gm9821,7,,100310873
Q18271199,AU022680,7,,100311
Q18319081,Vmn1r2,12,,100312470
Q18319082,Vmn1r3,12,,100312471
Q18319083,Vmn1r261,9,,100312472
Q18319084,Vmn1r86,15,,100312473
Q18319085,Vmn1r88,15,,100312474
Q18319086,Vmn1r95,13,,100312475
Q18319087,Vmn1r238,12,,100312476
Q18319088,Vmn1r184,15,,100312477
Q18319089,Vmn1r-ps39,9,,100312478
Q18319090,Vmn1r-ps40,9,,100312479
Q18319091,Vmn1r-ps41,9,,100312480
Q18319092,Vmn1r-ps42,9,,100312481
Q18319093,Vmn1r-ps44,9,,100312482
Q18319094,Vmn1r-ps45,9,,100312483
Q18319095,Vmn1r196,21,ENSMUSG00000069295,100312484
Q18319096,Vmn1r221,11,,100312485
Q18319097,Vmn1r-ps13,9,,100312486
Q18319098,Vmn1r-ps16,9,,100312487
Q18319099,Vmn1r-ps21,9,,100312488
Q18319100,Vmn1r-ps23,9,,100312489
Q18319101,Vmn1r-ps29,9,,100312490
Q18319102,Vmn1r-ps31,9,,100312492
Q18319103,Vmn1r-ps35,9,,100312494
Q18319104,Vmn1r-ps36,9,,100312495
Q18319105,Vmn1r-ps49,9,,100312496
Q18319106,Vmn1r-ps50,9,,100312497
Q18319107,Vmn1r-ps51,9,,100312498
Q18319108,Vmn1r-ps52,9,,100312499
Q18319109,Vmn1r-ps54,9,,100312500
Q18319110,Vmn1r-ps55,9,,100312501
Q18319111,Vmn1r-ps56,9,,100312502
Q18319112,Vmn1r-ps57,9,,100312503
Q18319113,Vmn1r-ps58,9,,100312504
Q18319114,Vmn1r-ps59,9,,100312505
Q18319115,Vmn1r-ps60,9,,100312506
Q18319116,Vmn1r-ps61,9,,100312507
Q18319117,Vmn1r-ps62,9,,100312508
Q18319118,Vmn1r-ps63,9,,100312509
Q18319119,Vmn1r-ps64,9,,100312510
Q18319120,Vmn1r-ps66,9,,100312511
Q18319121,Vmn1r-ps67,9,,100312512
Q18319122,Vmn1r-ps68,9,,100312513
Q18319123,Vmn1r-ps69,9,,100312514
Q18319124,Vmn1r-ps86,9,,100312515
Q18319125,Vmn1r-ps87,9,,100312516
Q18319126,Vmn1r-ps137,9,,100312517
Q18319127,Vmn1r-ps138,9,,100312518
Q18319128,Vmn1r-ps151,9,,100312519
Q18319129,Vmn1r-ps152,9,,100312520
Q20960865,Vmn1r-ps89,8,,100312521
Q18319130,Vmn1r-ps92,9,,100312522
Q18319131,Vmn1r-ps93,9,,100312523
Q18319132,Vmn1r-ps94,9,,100312524
Q18319133,Vmn1r-ps95,9,,100312525
Q18319134,Vmn1r-ps96,9,,100312526
Q18319135,Vmn1r-ps97,9,,100312527
Q18319136,Vmn1r-ps98,9,,100312528
Q20979567,Vmn1r-ps99,9,,100312529
Q18319138,Vmn1r-ps37,9,,100312530
Q18319139,Vmn1r-ps38,9,,100312531
Q18319140,Vmn1r-ps100,9,,100312532
Q18319141,Vmn1r-ps101,9,,100312533
Q18319142,Vmn1r-ps102,9,,100312534
Q18319143,Vmn1r-ps104,9,,100312535
Q18319144,Vmn1r-ps107,9,,100312536
Q18319145,Vmn1r-ps108,9,,100312537
Q18319146,Vmn1r-ps109,9,,100312538
Q18319147,Vmn1r-ps110,9,,100312539
Q18319148,Vmn1r-ps111,9,,100312540
Q18319149,Vmn1r-ps112,9,,100312541
Q18319150,Vmn1r-ps113,9,,100312542
Q18319151,Vmn1r-ps114,9,,100312543
Q18319152,Vmn1r-ps115,9,,100312544
Q18319153,Vmn1r-ps116,9,,100312545
Q18319154,Vmn1r-ps117,9,,100312546
Q18319155,Gm11320,9,,100312547
Q18319156,Gm11321,9,,100312548
Q18319157,Vmn1r-ps120,9,,100312549
Q18319158,Gm11322,9,,100312550
Q18319159,Vmn1r-ps123,9,,100312552
Q18319160,Vmn1r-ps124,9,,100312553
Q18319161,Vmn1r-ps125,9,,100312554
Q18319162,Vmn1r-ps126,9,,100312555
Q18319163,Vmn1r-ps127,9,,100312556
Q18319164,Vmn1r-ps129,9,,100312557
Q18319165,Vmn1r-ps130,9,,100312558
Q18319166,Vmn1r-ps131,9,,100312559
Q18319167,Vmn1r-ps132,9,,100312560
Q18319168,Vmn1r-ps133,9,,100312561
Q18319169,Vmn1r-ps134,9,,100312562
Q18319170,Vmn1r-ps135,9,,100312563
Q18319171,Vmn1r-ps136,9,,100312564
Q18319172,Vmn1r-ps139,9,,100312565
Q18319173,Vmn1r-ps140,9,,100312566
Q18319174,Vmn1r-ps141,9,,100312567
Q18319175,Vmn1r-ps142,9,,100312568
Q18319176,Vmn1r-ps143,9,,100312569
Q18319177,Vmn1r-ps145,9,,100312570
Q18319178,Vmn1r-ps146,9,,100312571
Q18319179,Vmn1r-ps147,9,,100312572
Q18319180,Vmn1r-ps148,9,,100312573
Q18319181,Vmn1r-ps149,9,,100312574
Q18319182,Vmn1r-ps150,9,,100312575
Q20960866,Vmn1r-ps91,7,,100312576
Q18319183,Vmn1r-ps106,9,,100312577
Q20961371,Vmn1r-ps90,7,,100312946
Q18319184,Pate8,16,ENSMUSG00000091248,100312948
Q18319185,Pate10,18,ENSMUSG00000091174,100312949
Q18319186,Pate3,19,ENSMUSG00000094995,100312956
Q18319187,Pate7,18,ENSMUSG00000090738,100312986
Q18319188,Pate1,14,,100312987
Q18271200,AU022899,7,,100313
Q18319189,C530020B09Rik,7,,100313510
Q18319190,Gm10306,7,,100313511
Q18319191,E330011M16Rik,7,,100313512
Q18319192,Gm9757,7,,100313514
Q18319193,Gm9868,7,,100313518
Q18319194,Snord17,10,,100313519
Q18319195,Nkx2-2os,10,,100313531
Q18319196,Snora26,10,,100313943
Q18319197,Gm10645,7,,100313944
Q18319198,Gm14866,9,,100313945
Q18319199,Gm10401,9,,100315604
Q18319200,D630036H23Rik,6,,100315693
Q18319201,Mir669k,10,,100316663
Q18319202,Mir669d,10,,100316664
Q18319203,Mir466i,16,ENSMUSG00000080574,100316665
Q18319204,Mir669f,10,,100316667
Q18319205,Mir669i,10,,100316668
Q18319206,Mir1188,10,,100316669
Q18319207,Mir466k,10,,100316670
Q18319208,Mir466j,10,,100316671
Q18319209,Mir1192,16,ENSMUSG00000080626,100316672
Q18319210,Mir1193,10,,100316673
Q18319211,Mir467g,10,,100316674
Q18319212,Mir467h,10,,100316675
Q18319213,Mir1195,10,,100316676
Q18319214,Mir1199,16,ENSMUSG00000080665,100316677
Q18319215,Mir1902,10,,100316678
Q18319216,Mir1897,10,,100316679
Q18319217,Mir1903,10,,100316680
Q18319218,Mir1900,10,,100316681
Q18319219,Mir1892,10,,100316682
Q18319220,Mir1904,10,,100316683
Q18319221,Mir1898,10,,100316684
Q18319222,Mir1907,16,ENSMUSG00000084458,100316685
Q18319223,Mir1901,10,,100316686
Q18319224,Mir1928,10,,100316687
Q18319225,Mir1929,10,,100316688
Q18319226,Mir1931,10,,100316689
Q18319227,Mir1932,10,,100316690
Q18319228,Mir1938,10,,100316693
Q18319229,Mir1941,10,,100316694
Q18319230,Mir1943,10,,100316695
Q18319231,Mir1946a,10,,100316697
Q18319232,Mir1947,10,,100316698
Q18319233,Mir1948,16,ENSMUSG00000087950,100316699
Q18319234,Mir1949,10,,100316700
Q18319235,Mir669m-1,10,,100316701
Q18319236,Mir669o,10,,100316702
Q18319237,Mir1951,10,,100316703
Q18319238,Mir1953,10,,100316704
Q18319239,Mir669n,10,,100316705
Q18319240,Mir1956,10,,100316706
Q18319241,Mir1957a,10,,100316707
Q18319242,Mir1958,16,ENSMUSG00000087844,100316708
Q18319243,Mir1960,10,,100316709
Q18319244,Mir1963,16,ENSMUSG00000089219,100316710
Q18319245,Mir1964,10,,100316711
Q18319246,Mir1966,10,,100316712
Q18319247,Mir1968,10,,100316713
Q18319248,Mir1946b,10,,100316714
Q18319249,Mir1971,10,,100316715
Q18319251,Mir1983,10,,100316716
Q18319252,Mir1839,10,,100316717
Q18319253,Mir2136,10,,100316725
Q18319254,Mir2139,10,,100316727
Q18319255,Mir2183,8,,100316734
Q18319256,Mir432,10,,100316735
Q18319257,Mir599,10,,100316736
Q18319258,Mir664,16,ENSMUSG00000105770,100316737
Q18319259,Mir1224,16,ENSMUSG00000080669,100316739
Q18319260,Mir467f,10,,100316749
Q18319261,Mir1194,8,,100316750
Q18319262,Mir1197,10,,100316751
Q18319263,Mir1896,16,ENSMUSG00000084590,100316752
Q18319264,Mir1933,10,,100316753
Q18319265,Mir1955,10,,100316756
Q18319266,Mir466l,10,,100316769
Q18319267,Mir669j,10,,100316770
Q18319268,Mir1899,10,,100316772
Q18319269,Mir1893,10,,100316773
Q18319270,Mir1942,10,,100316774
Q18319271,Mir1950,10,,100316775
Q18319272,Mir1954,10,,100316776
Q18319273,Mir1969,10,,100316777
Q18319274,Mir1982,10,,100316778
Q18319275,Mir2137,10,,100316779
Q18319276,Mir1b,16,ENSMUSG00000080662,100316783
Q18319277,Mir1927,10,,100316784
Q18319278,Mir669g,10,,100316802
Q18319279,Mir1187,10,,100316803
Q18319280,Mir466f-4,10,,100316804
Q18319281,Mir1190,10,,100316805
Q18319282,Mir669e,10,,100316806
Q18319283,Mir1198,10,,100316807
Q18319284,Mir1905,10,,100316808
Q18319285,Mir1906-1,10,,100316809
Q18319286,Mir1894,10,,100316810
Q18319287,Mir1930,10,,100316811
Q18319288,Mir1936,10,,100316812
Q18319289,Mir1306,10,,100316814
Q18319290,Mir669l,10,,100316815
Q18319291,Mir1952,10,,100316816
Q18319292,Mir1962,10,,100316818
Q18319293,Mir1967,10,,100316819
Q18319294,Mir1970,10,,100316820
Q18319295,Mir1981,10,,100316821
Q18319296,Mir767,10,,100316827
Q18319297,Mir669h,10,,100316831
Q18319298,Mir1895,10,,100316832
Q18319299,Mir1945,10,,100316833
Q18319300,Mir669m-2,10,,100316834
Q18319301,Mir1191,10,,100316839
Q18319302,Mir1934,10,,100316840
Q18319303,Mir1961,10,,100316841
Q18319304,Gm10367,7,,100316846
Q18319305,Gm10931,9,,100316865
Q18319306,Gm17820,9,,100316869
Q18319307,Gm17821,10,,100316870
Q18319308,Gm20605,10,,100316903
Q18319309,Snora28,10,,100316932
Q18271201,AU040320,38,ENSMUSG00000028830,100317
Q18319310,Dthd1,20,ENSMUSG00000090326,100322896
Q18319311,C130013H08Rik,7,,100327264
Q18319312,9430064I24Rik,7,,100327266
Q18319313,Gm17822,9,,100328567
Q18319314,Proscos,7,,100328574
Q21518896,Il4i1b,14,,100328588
Q18319315,Gm13355,9,,100328601
Q18271202,AU043392,6,,100329
Q18319316,Gm3699,9,,100329138
Q18319317,Mettl5os,7,,100329140
Q18271203,AU044157,6,,100334
Q18271204,Ppp1r8,28,ENSMUSG00000028882,100336
Q18271205,Smpdl3b,22,ENSMUSG00000028885,100340
Q18271206,Tent5b,19,ENSMUSG00000046694,100342
Q18271207,AU067697,6,,100346
Q18319318,Gm9798,7,,100359411
Q18319319,AA413626,10,,100359413
Q18319320,A830092H15Rik,9,,100379095
Q18319321,Gm16491,7,,100379127
Q18319322,Gm10353,7,,100379129
Q18319323,Gm9754,7,,100379143
Q18319324,A330079N23Rik,7,,100379144
Q18319325,Snora23,10,,100379145
Q18319326,Gm10642,7,,100379146
Q18319327,Gm16533,9,,100379214
Q18319328,Gm9963,7,,100379258
Q18319329,Gm10300,7,,100379259
Q18319330,Gm10430,7,,100379292
Q18319331,Gm13583,8,,100379603
Q18319332,Gm13872,7,,100379604
Q18319333,Gm15270,7,,100379605
Q18319334,Gm15247,7,,100379606
Q18319335,Gm10997,8,,100379607
Q18319336,Gm15622,7,,100379608
Q18319337,Gm12606,8,,100379609
Q18319338,Gm11651,10,,100379610
Q18319339,Gm11767,7,,100379611
Q18319340,Gm15886,7,,100379612
Q18319341,Gm9806,6,,100379660
Q18319342,9330121J05Rik,7,,100379665
Q18319344,Ino80dos,11,,100380944
Q18319345,Gm17823,9,,100381209
Q18319346,BC026863,7,,100381255
Q18319347,A330027G23Rik,7,,100381256
Q18319348,Gm12100,7,,100381257
Q18319349,D930001M23Rik,7,,100381258
Q18271208,AW011738,10,,100382
Q18271209,Bsdc1,28,ENSMUSG00000040859,100383
Q20957513,Gm37013,10,,100384868
Q18319350,Gm11257,9,,100384870
Q18319351,Gm12630,9,,100384871
Q18319352,Gm13039,9,,100384872
Q18319353,Gm11760,9,,100384873
Q18319354,Gm17824,9,,100384874
Q18319355,Gm15617,9,,100384876
Q18319356,Gm13864,9,,100384877
Q18319357,Gm17825,9,,100384878
Q18319358,Gm17826,9,,100384879
Q18319359,Gm17827,9,,100384880
Q18319360,Gm16071,9,,100384881
Q18319361,Gm17828,9,,100384882
Q18319362,Gm16166,9,,100384883
Q18319363,D230030E09Rik,10,,100384890
Q18319364,Gm20583,9,,100384904
Q18319365,Gm20584,9,,100384905
Q18319366,Gm15304,9,,100415768
Q18319367,Gm15302,9,,100415769
Q18319368,Gm7869,9,,100415770
Q18319369,Gm17829,9,,100415779
Q18319370,Gm17830,10,,100415784
Q18319371,Gm11559,11,,100415785
Q18319372,Gm13783,7,,100415786
Q18319373,Tomm6os,10,,100415787
Q18319374,Gm17831,9,,100415813
Q18319375,Gm20945,9,,100415898
Q18319376,Gm20946,9,,100415900
Q18319377,Gm13648,10,,100415901
Q18319378,Gm15658,11,,100415902
Q18319379,Gm11665,10,,100415912
Q18319380,Gm14123,6,,100415913
Q18319381,Gm12505,10,,100415914
Q18319382,A530072M11Rik,10,,100415915
Q18319383,Gm15997,10,,100415916
Q18319384,Gm12795,9,,100415919
Q18319385,Gm12304,9,,100415920
Q20961041,LOC100415944,7,,100415944
Q18319386,Gm17832,9,,100415946
Q18319387,Gm14021,9,,100415947
Q18319388,Gm17833,9,,100415948
Q18319389,Gm17834,9,,100415951
Q18319390,Gm17835,9,,100415952
Q18319391,Gm17836,9,,100415953
Q18319392,Gm14741,9,,100415954
Q18319393,Gm14940,9,,100415955
Q18319394,Gm17837,9,,100415956
Q18319395,Gm17838,9,,100415957
Q18319396,Ywhaq-ps1,9,,100415958
Q18319397,Gm17840,9,,100415959
Q18319398,Gm17841,9,,100415960
Q18319399,Gm6659,9,,100415961
Q18319400,Gm12856,9,,100415963
Q18319401,Gm17842,9,,100415967
Q18319402,Gm17843,9,,100415968
Q18319403,Gm17844,9,,100415969
Q18319404,Gm14857,9,,100415971
Q18319405,Gm14834,9,,100415972
Q18319406,Gm17845,9,,100415973
Q18319407,Gm15078,9,,100415974
Q18319408,Gm17846,9,,100415975
Q18319409,Gm17847,9,,100415976
Q18319410,Gm17848,9,,100415977
Q18319411,Gm17849,9,,100415978
Q18319412,Gm17850,9,,100415979
Q18319413,Gm17851,9,,100415980
Q18319414,Gm17852,9,,100415981
Q18319415,Gm17853,9,,100415982
Q18319416,Gm14357,9,,100415983
Q18319417,Gm17854,9,,100415984
Q18319418,Gm15260,9,,100415985
Q18319419,Gm17855,9,,100415986
Q18319420,Gm17856,9,,100415987
Q18319421,Gm15273,9,,100415988
Q18319422,Gm17857,9,,100415989
Q18319423,Gm17858,9,,100415990
Q18319424,Gm17859,9,,100415991
Q18319425,Gm14610,9,,100415992
Q20961200,LOC100415993,8,,100415993
Q18319426,Gm14361,9,,100415994
Q18319427,Gm15257,9,,100415995
Q18319428,Gm14356,9,,100415996
Q18319429,Gm14348,9,,100415997
Q18319430,Gm15256,9,,100415998
Q18319431,Gm15252,9,,100415999
Q18319432,Gm17860,9,,100416000
Q18319433,Gm17861,9,,100416001
Q18319434,Gm17862,9,,100416002
Q18319435,Gm17863,9,,100416003
Q18319436,Gm17864,9,,100416004
Q18319437,Gm17865,9,,100416005
Q18319438,Gm17866,9,,100416006
Q18319439,Gm17867,9,,100416007
Q18319440,Gm17868,9,,100416009
Q18319441,Gm17869,9,,100416010
Q18319442,Gm15666,9,,100416011
Q18319443,Gm17870,9,,100416012
Q18319444,Gm17871,9,,100416013
Q18319445,Gm17872,9,,100416014
Q18319446,Gm17873,9,,100416017
Q18319447,Gm17874,9,,100416019
Q18319448,Gm17235,9,,100416021
Q18319449,Gm17875,9,,100416022
Q18319450,Cnn2-ps,9,,100416023
Q18319451,Gm17877,9,,100416024
Q18319452,Gm17878,9,,100416027
Q18319453,Gm17879,8,,100416030
Q18319454,Gm17880,9,,100416031
Q18319455,Gm17087,9,,100416032
Q18319456,Gm17881,9,,100416033
Q18319457,Gm17882,9,,100416034
Q18319458,Gm17883,9,,100416036
Q18319459,Gm17884,9,,100416038
Q18319460,Gm17885,9,,100416039
Q18319461,Gm17887,9,,100416041
Q18319462,Gm13689,9,,100416042
Q18319463,Gm17888,9,,100416043
Q18319464,Gm17889,9,,100416044
Q18319465,Gm17890,9,,100416045
Q18319466,Gm17891,9,,100416046
Q18319467,Gm17892,9,,100416047
Q18319468,Gm11653,9,,100416048
Q18319469,Gm38395,9,,100416050
Q18319470,Gm13719,9,,100416051
Q18319471,Gm13435,9,,100416052
Q18319472,Gm17893,9,,100416053
Q18319473,Gm15693,9,,100416054
Q18319474,Gm21925,9,,100416055
Q18319475,Gm12997,9,,100416056
Q18319476,Gm17894,9,,100416057
Q18319477,Gm17895,9,,100416058
Q18319478,Gm17896,9,,100416059
Q18319479,Gm12583,9,,100416060
Q18319480,Gm17897,9,,100416061
Q18319481,Gm13423,9,,100416062
Q18319482,Gm17898,9,,100416063
Q18319483,Gm13673,9,,100416064
Q18319484,Gm17899,9,,100416065
Q18319485,Gm17900,9,,100416066
Q18319486,Gm17901,9,,100416067
Q18319487,Gm14776,9,,100416068
Q18319488,Gm17902,9,,100416069
Q18319489,Gm15901,9,,100416070
Q18319490,Gm17903,9,,100416072
Q18319491,Gm17904,9,,100416073
Q18319492,Gm17905,9,,100416074
Q18319493,Gm17906,9,,100416075
Q18319494,Gm17907,9,,100416076
Q18319495,Gm17908,9,,100416077
Q18319496,Gm17909,9,,100416078
Q18319497,Gm2448,9,,100416079
Q18319498,Gm17910,9,,100416080
Q18319499,Gm17911,9,,100416081
Q18319500,Gm17912,9,,100416084
Q18319501,Gm11905,9,,100416085
Q18319502,Gm12363,9,,100416086
Q18319503,Gm12543,9,,100416087
Q18319504,Gm17060,9,,100416089
Q18319505,Gm16202,9,,100416091
Q18319506,Gm17075,9,,100416093
Q18319507,Gm17913,9,,100416094
Q18319508,Gm15808,9,,100416095
Q18319509,Gm14806,9,,100416096
Q18319510,Gm15193,9,,100416097
Q18319511,Gm14575,9,,100416098
Q18319512,Gm17914,9,,100416100
Q18319513,Gm17915,9,,100416101
Q18319514,Gm17916,9,,100416102
Q18319515,Gm17917,9,,100416104
Q18319516,Gm16270,9,,100416105
Q18319517,Gm17918,9,,100416106
Q18319518,Gm17919,9,,100416107
Q18319519,Gm15974,9,,100416108
Q18319520,Gm17920,9,,100416109
Q18319521,Gm17921,9,,100416110
Q18319522,Gm17922,9,,100416111
Q18319523,Gm15916,9,,100416112
Q18319524,Gm15765,9,,100416113
Q18319525,Gm17923,9,,100416114
Q18319526,Prdx1-ps,9,,100416115
Q18319527,Gm11560,9,,100416116
Q18319528,Gm17925,9,,100416117
Q18319529,Gm16165,9,,100416118
Q18319530,Gm17926,9,,100416119
Q18319531,Gm17927,9,,100416120
Q18319532,Gm15950,9,,100416121
Q18319533,Gm17928,9,,100416122
Q18319534,Gm14746,9,,100416123
Q18319535,Gm14895,9,,100416125
Q18319536,Gm17929,9,,100416126
Q18319537,Gm17229,9,,100416127
Q18319538,Gm17930,9,,100416128
Q18319539,Gm17931,9,,100416129
Q18319540,Gm17932,9,,100416130
Q18319541,Gm12156,9,,100416131
Q18319542,Gm11873,9,,100416132
Q18319543,Gm17933,9,,100416135
Q18319544,Gm17934,9,,100416136
Q18319545,Gm17935,9,,100416137
Q18319546,Gm17936,9,,100416138
Q18319547,Gm17937,9,,100416139
Q18319548,Gm17938,9,,100416142
Q18319549,Gm15599,9,,100416143
Q18319550,Gm17939,9,,100416144
Q18319551,Tuba-rs1,9,,100416145
Q18319552,Gm17940,9,,100416146
Q18319553,Gm17941,9,,100416147
Q18319554,Gm17942,9,,100416148
Q18319555,Gm17943,9,,100416149
Q18319556,Gm12102,9,,100416151
Q18319557,Ifna-ps1,9,,100416153
Q18319558,Gm17944,9,,100416155
Q18319559,Gm14554,9,,100416156
Q18319560,Gm17945,9,,100416157
Q18319561,Gm17946,9,,100416158
Q18319562,Wdr46-ps,9,,100416160
Q18319563,Gm17948,9,,100416161
Q18319564,Gm17949,9,,100416162
Q18319565,Gm17950,9,,100416164
Q18319566,Gm17951,9,,100416165
Q18319567,Gm17952,9,,100416166
Q18319568,Gm17953,9,,100416167
Q18319569,Gm17954,9,,100416168
Q18319570,Gm17955,9,,100416169
Q18319571,Gm3040,9,,100416170
Q18319572,Gm17956,9,,100416171
Q18319573,Gm13426,9,,100416172
Q18319574,Gm13406,9,,100416173
Q18319575,Gm13495,9,,100416174
Q18319576,Gm13593,9,,100416175
Q18319577,Gm13739,9,,100416176
Q18319578,Gm17957,9,,100416177
Q18319579,Gm17958,9,,100416178
Q18319580,Gm14083,9,,100416179
Q18319581,Gm17959,9,,100416180
Q18319582,Gm14172,9,,100416181
Q18319584,Gm17961,9,,100416183
Q18319585,Gm13367,9,,100416184
Q18319587,Gm13378,9,,100416185
Q18319588,Gm14425,9,,100416187
Q18319589,Gm13818,9,,100416188
Q18319590,Gm14240,9,,100416190
Q18319591,Gm14562,9,,100416191
Q18319592,Gm17962,9,,100416193
Q18319593,Gm14987,9,,100416194
Q20960867,LOC100416195,8,,100416195
Q18319594,Gm14600,9,,100416196
Q18319595,Gm17963,9,,100416198
Q18319596,Gm14975,9,,100416199
Q18319597,Gm15044,9,,100416200
Q18319598,Gm15159,9,,100416201
Q18319599,Gm15604,9,,100416202
Q18319600,Gm13751,9,,100416203
Q18319601,Gm16305,9,,100416204
Q18319602,Gm17964,9,,100416205
Q18319603,Gm17965,9,,100416206
Q18319604,Gm17966,9,,100416207
Q18319605,Gm17967,9,,100416208
Q18319606,Gm17968,9,,100416209
Q18319607,Gm17969,9,,100416210
Q18319608,Gm17970,9,,100416211
Q18319609,Gm17971,9,,100416214
Q18319610,Gm17972,9,,100416215
Q18319611,Gm17973,9,,100416216
Q18319612,Gm17974,9,,100416217
Q18319613,Gm17975,9,,100416218
Q18319614,Gm17976,9,,100416219
Q18319615,Gm16585,9,,100416220
Q18319616,Gm17977,9,,100416221
Q18319617,Gm17978,9,,100416222
Q18319618,Gm17979,9,,100416223
Q18319619,Gm17980,9,,100416224
Q18319620,Gm17981,9,,100416225
Q18319621,Gm17982,9,,100416226
Q18319622,Gm17983,9,,100416227
Q18319623,Gm17984,9,,100416228
Q18319624,Gm17985,9,,100416229
Q18319625,Gm17986,9,,100416230
Q18319626,Gm15877,9,,100416231
Q18319627,Gm17987,9,,100416232
Q18319628,Gm17988,9,,100416233
Q18319629,Gm17989,9,,100416234
Q18319630,Gm17990,9,,100416235
Q18319631,Gm17991,9,,100416236
Q18319632,Gm17992,9,,100416237
Q18319633,Gm17993,9,,100416238
Q18319634,Gm17994,9,,100416239
Q18319635,Gm17995,9,,100416240
Q18319636,Gm17996,9,,100416241
Q18319637,Gm17997,9,,100416242
Q18319638,Stambp-ps2,9,,100416243
Q18319639,Gm15549,9,,100416244
Q18319640,Gm17999,9,,100416245
Q18319641,Gm18000,9,,100416246
Q18319642,Gm18001,9,,100416247
Q18319643,Gm18002,9,,100416248
Q18319644,Gm18003,9,,100416250
Q18319645,Gm16300,9,,100416251
Q18319646,Gm11909,9,,100416252
Q18319647,Gm18004,9,,100416253
Q18319648,Gm18005,9,,100416254
Q20961372,LOC100416255,8,,100416255
Q18319649,Gm12370,9,,100416256
Q18319650,Gm12383,9,,100416257
Q18319651,Gm12518,9,,100416258
Q18319652,Gm12654,9,,100416259
Q18319653,Gm13250,9,,100416260
Q18319654,Gm18006,9,,100416261
Q18319655,Gm13854,9,,100416262
Q18319656,Gm13859,9,,100416263
Q18319657,Gm18007,9,,100416264
Q18319658,Gm18008,9,,100416266
Q18319659,Stambp-ps1,9,,100416267
Q18319660,Gm18010,9,,100416268
Q18319661,Gm18011,9,,100416269
Q18319662,Gm18012,9,,100416270
Q18319663,Gm15766,9,,100416271
Q18319664,Gm18013,9,,100416272
Q18319665,Gm18014,9,,100416273
Q18319666,Gm18015,9,,100416274
Q18319667,Gm18016,9,,100416275
Q18319668,Gm17040,9,,100416276
Q18319669,Gm16073,9,,100416277
Q18319670,Gm18017,9,,100416278
Q18319671,Gm17214,9,,100416279
Q18319672,Gm17212,9,,100416280
Q18319673,Gm18018,9,,100416282
Q18319674,Gm14441,9,,100416283
Q18319675,Gm13924,9,,100416284
Q18319676,Gm13477,9,,100416285
Q18319677,Gm13665,9,,100416286
Q18319678,Gm11475,9,,100416287
Q18319679,Gm18019,9,,100416288
Q18319680,Gm18020,9,,100416289
Q18319681,Gm15539,9,,100416290
Q18319682,Gm15712,9,,100416291
Q18319683,Gm18021,9,,100416292
Q18319684,Gm14615,9,,100416293
Q18319685,Gm14631,9,,100416294
Q18319686,Gm18022,9,,100416295
Q18319687,Gm14933,9,,100416296
Q18319688,Gm14913,9,,100416297
Q18319689,Gm18023,9,,100416298
Q18319690,Gm14518,9,,100416299
Q18319691,Gm14682,9,,100416300
Q18319692,Gm14716,9,,100416301
Q18319693,Gm15081,9,,100416303
Q18319694,Gm15096,9,,100416305
Q18319695,Gm18024,9,,100416306
Q18319696,Gm18025,9,,100416307
Q18319697,Gm18026,9,,100416308
Q18319698,Gm18027,9,,100416309
Q18319699,Gm18028,9,,100416310
Q18319700,Gm18029,9,,100416311
Q18319701,Gm18030,9,,100416312
Q18319702,Gm18031,9,,100416313
Q18319703,Gm18032,9,,100416314
Q18319704,Gm18033,9,,100416315
Q18319705,Gm18034,9,,100416316
Q18319706,Gm15843,9,,100416317
Q18319707,Gm18035,9,,100416318
Q18319708,Gm18036,9,,100416319
Q18319709,Gm18037,9,,100416320
Q18319710,Gm16111,9,,100416321
Q18319711,Gm18038,9,,100416322
Q18319712,Gm18039,9,,100416323
Q18319713,Gm18040,9,,100416324
Q18319714,Gm16148,9,,100416325
Q18319715,Gm18041,9,,100416326
Q18319716,Gm18042,9,,100416327
Q18319717,Gm16128,9,,100416328
Q18319718,Gm18043,9,,100416329
Q18319719,Ranbp2-ps2,9,,100416330
Q18319720,Api5-ps,9,,100416331
Q18319721,Gm15570,9,,100416332
Q18319722,Gm18046,9,,100416333
Q18319723,Rpl15-ps5,9,,100416334
Q18319724,Phf20-ps,9,,100416335
Q18319725,Gm16184,9,,100416336
Q18319726,Gm18049,9,,100416337
Q18319727,Gm18050,9,,100416338
Q18319728,Gm18052,9,,100416340
Q18319729,Gm18053,9,,100416341
Q18319730,Gm18054,9,,100416342
Q18319731,Gm18055,9,,100416343
