item,itemLabel,statements,ensg_wdt,entrez
Q18297395,Afap1l2,34,ENSMUSG00000025083,226250
Q18297396,Ablim1,79,ENSMUSG00000025085,226251
Q18297397,Fam160b1,23,ENSMUSG00000033478,226252
Q18297398,Atrnl1,26,ENSMUSG00000054843,226255
Q18255409,Slc23a3,26,ENSMUSG00000026205,22626
Q18297399,Eno4,27,ENSMUSG00000048029,226265
Q18255410,Ywhae,26,ENSMUSG00000020849,22627
Q18297400,Prlhr,20,ENSMUSG00000045052,226278
Q18255411,Ywhag,22,ENSMUSG00000051391,22628
Q18255412,Ywhah,22,ENSMUSG00000018965,22629
Q18255413,Ywhaq,24,ENSMUSG00000076432,22630
Q18297401,Npbwr1,19,ENSMUSG00000033774,226304
Q18255414,Ywhaz,35,ENSMUSG00000022285,22631
Q18255415,Yy1,21,ENSMUSG00000021264,22632
Q18255416,z,6,,22633
Q18255417,Plagl1,41,ENSMUSG00000019817,22634
Q18255418,Zan,38,ENSMUSG00000079173,22635
Q18297402,Tmem185b,22,ENSMUSG00000098923,226351
Q18297403,Epb41l5,32,ENSMUSG00000026383,226352
Q18297404,Cfap221,28,ENSMUSG00000036962,226356
Q18297405,C1ql2,20,ENSMUSG00000036907,226359
Q14907111,Zap70,26,ENSMUSG00000026117,22637
Q18255420,Zfa-ps,18,ENSMUSG00000049576,22639
Q18255421,Zfp1,28,ENSMUSG00000055835,22640
Q18297406,Rab3gap1,30,ENSMUSG00000036104,226407
Q18297407,Zranb3,36,ENSMUSG00000036086,226409
Q18297408,R3hdm1,48,ENSMUSG00000056211,226412
Q18297409,Lct,20,ENSMUSG00000026354,226413
Q18297410,Dars,25,ENSMUSG00000026356,226414
Q18297411,Yod1,16,,226418
Q18297412,Dyrk3,21,ENSMUSG00000016526,226419
Q18255422,Zbtb17,29,ENSMUSG00000006215,22642
Q18297413,Rab7b,29,ENSMUSG00000052688,226421
Q18297414,Rab29,22,ENSMUSG00000026433,226422
Q18255423,Zfp101,24,ENSMUSG00000055240,22643
Q18297415,Ipo9,40,ENSMUSG00000041879,226432
Q18297416,Igfn1,33,ENSMUSG00000051985,226438
Q18297417,Ascl5,19,ENSMUSG00000097918,226439
Q18255424,Rnf103,25,ENSMUSG00000052656,22644
Q18297418,Zfp281,23,ENSMUSG00000041483,226442
Q18255425,Zfp105,19,ENSMUSG00000057895,22646
Q18297419,Zbtb41,25,ENSMUSG00000033964,226470
Q18297420,Gm4845,9,,226472
Q18255426,Zfp11,20,ENSMUSG00000051034,22648
Q18297421,Odr4,31,ENSMUSG00000006010,226499
Q18255427,Zfp125,8,,22651
Q18297422,Smg7,35,ENSMUSG00000042772,226517
Q18297423,Nmnat2,28,ENSMUSG00000042751,226518
Q18297424,Lamc1,25,ENSMUSG00000026478,226519
Q18255428,Mkrn3,18,ENSMUSG00000070527,22652
Q18297425,Rasal2,30,ENSMUSG00000070565,226525
Q18297426,Cryzl2,27,ENSMUSG00000033488,226527
Q18297427,Dars2,31,ENSMUSG00000026709,226539
Q18255429,Zfp13,33,ENSMUSG00000062012,22654
Q18297428,Klhl20,30,ENSMUSG00000026705,226541
Q18297429,Aph1a,17,,226548
Q18297430,Suco,37,ENSMUSG00000040297,226551
Q18297431,Prrc2c,46,ENSMUSG00000040225,226562
Q18297432,Fmo4,30,ENSMUSG00000026692,226564
Q18297433,Fmo6,19,ENSMUSG00000095576,226565
Q18255430,Pcgf2,30,ENSMUSG00000018537,22658
Q18297434,Tiprl,31,ENSMUSG00000040843,226591
Q18297435,Rcsd1,29,ENSMUSG00000040723,226594
Q18297436,Gm4846,22,ENSMUSG00000086056,226601
Q18297437,Gm4847,14,,226604
Q18255431,Zfp148,33,ENSMUSG00000022811,22661
Q18297438,Fam78b,28,ENSMUSG00000060568,226610
Q18297439,Atf6,24,ENSMUSG00000026663,226641
Q18297440,Ndufs2,31,ENSMUSG00000013593,226646
Q18297441,Arhgap30,22,ENSMUSG00000048865,226652
Q18297442,Tstd1,22,ENSMUSG00000103711,226654
Q18255432,Zbtb14,23,ENSMUSG00000049672,22666
Q18255433,Sf1,38,,22668
Q18297443,Ifi207,24,ENSMUSG00000073490,226691
Q18297444,Ifi205,19,ENSMUSG00000054203,226695
Q18255434,Trim26,32,ENSMUSG00000024457,22670
Q18255435,Rnf112,37,ENSMUSG00000010086,22671
Q18297445,Becn2,17,ENSMUSG00000104158,226720
Q18255436,Zfp185,23,ENSMUSG00000031351,22673
Q18297446,Cnst,23,ENSMUSG00000038949,226744
Q18297447,Ahctf1,27,ENSMUSG00000026491,226747
Q18297448,Cdc42bpa,68,ENSMUSG00000026490,226751
Q18297449,Wdr26,37,ENSMUSG00000038733,226757
Q18297450,C130074G19Rik,19,ENSMUSG00000039349,226777
Q18297451,Mark1,25,ENSMUSG00000026620,226778
Q18255437,Zfp2,40,ENSMUSG00000049321,22678
Q18297452,Slc30a10,22,ENSMUSG00000026614,226781
Q18297453,Lyplal1,23,ENSMUSG00000039246,226791
Q18255438,Zfp207,66,ENSMUSG00000017421,22680
Q18255439,Zfand5,25,ENSMUSG00000024750,22682
Q18297454,Kctd3,44,ENSMUSG00000026608,226823
Q18297455,Smyd2,26,ENSMUSG00000026603,226830
Q18297456,Vash2,26,ENSMUSG00000037568,226841
Q18297457,Flvcr1,26,ENSMUSG00000066595,226844
Q18297458,Ppp2r5a,26,ENSMUSG00000026626,226849
Q18255440,Zfp239,26,ENSMUSG00000042097,22685
Q18297459,Lpgat1,32,ENSMUSG00000026623,226856
Q18297460,Hhat,32,ENSMUSG00000037375,226861
Q18297461,Sbspon,21,ENSMUSG00000032719,226866
Q18255441,Zpr1,29,ENSMUSG00000032078,22687
Q18255442,Zfp26,36,ENSMUSG00000063108,22688
Q18255443,Zfp27,33,ENSMUSG00000062040,22689
Q18297462,Tfap2d,25,ENSMUSG00000042596,226896
Q18255444,Zfp28,28,ENSMUSG00000062861,22690
Q18297463,Gm4849,9,,226901
Q18255445,Zscan2,36,ENSMUSG00000038797,22691
Q18297464,Kcnq5,31,ENSMUSG00000028033,226922
Q18255446,Zfp30,28,ENSMUSG00000047473,22693
Q18255447,Zfp35,18,ENSMUSG00000063281,22694
Q18255448,Zfp36,12,,22695
Q18297465,Gm4850,10,,226957
Q18255449,Zfp37,29,ENSMUSG00000028389,22696
Q18255450,Zscan21,28,ENSMUSG00000037017,22697
Q18297466,Arhgef4,27,ENSMUSG00000037509,226970
Q18297467,Plekhb2,26,ENSMUSG00000026123,226971
Q18297468,Kansl3,35,ENSMUSG00000010453,226976
Q18297469,Actr1b,30,ENSMUSG00000037351,226977
Q18255451,Zfp39,19,ENSMUSG00000037001,22698
Q18297470,Eif5b,24,ENSMUSG00000026083,226982
Q18297471,Slc9a2,20,ENSMUSG00000026062,226999
Q18255452,Zfp40,26,ENSMUSG00000002617,22700
Q18255453,Zfp41,26,ENSMUSG00000047003,22701
Q18255454,Zfp42,24,ENSMUSG00000051176,22702
Q18255455,Zfp42-ps1,9,,22703
Q18255456,Zfp46,28,ENSMUSG00000051351,22704
Q18297472,Rpl23a-ps1,9,,227054
Q18297473,Dnah7b,57,ENSMUSG00000041144,227058
Q18297474,Slc39a10,27,ENSMUSG00000025986,227059
Q18297475,Gm4852,9,,227061
Q18255457,Zfp51,20,ENSMUSG00000023892,22709
Q18297476,Gm553,9,,227091
Q18297477,Nemp2,32,ENSMUSG00000043015,227094
Q18297478,Hibch,29,ENSMUSG00000041426,227095
Q18297479,Pms1,33,ENSMUSG00000026098,227099
Q18255458,Zfp52,20,ENSMUSG00000051341,22710
Q18297480,Ormdl1,20,ENSMUSG00000026097,227102
Q18297481,Gm4853,9,,227112
Q18255459,Zfp54,20,ENSMUSG00000023882,22712
Q18297482,Plcl1,19,ENSMUSG00000038349,227120
Q18255460,Zfp57,38,ENSMUSG00000036036,22715
Q18297483,Stradb,27,ENSMUSG00000026027,227154
Q18297484,Mpp4,31,ENSMUSG00000079550,227157
Q18255461,Zfp59,20,ENSMUSG00000078779,22717
Q18255462,Zfp60,12,,22718
Q18255463,Zfp61,28,ENSMUSG00000050605,22719
Q18297485,Ino80d,30,ENSMUSG00000040865,227195
Q18297486,Ndufs1,38,ENSMUSG00000025968,227197
Q18255464,Zfp62,45,ENSMUSG00000046311,22720
Q18297487,Ccnyl1,24,ENSMUSG00000070871,227210
Q18255465,Zfp64,24,ENSMUSG00000027551,22722
Q18297488,Cps1,20,ENSMUSG00000025991,227231
Q18255466,Zbtb7b,35,ENSMUSG00000028042,22724
Q18297489,Cxcr1,22,ENSMUSG00000048480,227288
Q18297490,Gpbar1,19,ENSMUSG00000064272,227289
Q18297491,Aamp,28,ENSMUSG00000006299,227290
Q18297492,Ctdsp1,23,ENSMUSG00000026176,227292
Q18297493,Retreg2,29,ENSMUSG00000049339,227298
Q18297494,Dner,23,ENSMUSG00000036766,227325
Q18297495,Gpr55,25,ENSMUSG00000049608,227326
Q18297496,B3gnt7,22,ENSMUSG00000079445,227327
Q18297497,Gigyf2,52,ENSMUSG00000048000,227331
Q18297498,Dgkd,29,ENSMUSG00000070738,227333
Q18297499,Usp40,35,ENSMUSG00000005501,227334
Q18297500,Espnl,21,ENSMUSG00000049515,227357
Q18297501,Erfe,24,ENSMUSG00000047443,227358
Q18297502,Farp2,22,ENSMUSG00000034066,227377
Q18297503,Gm1833,9,,227393
Q18297504,Slco4c1,15,,227394
Q18297505,Ppip5k2,46,ENSMUSG00000040648,227399
Q18297506,Relch,49,ENSMUSG00000026319,227446
Q18297507,Zcchc2,34,ENSMUSG00000038866,227449
Q18255467,Zfp85,18,ENSMUSG00000058331,22746
Q18297508,Cdh19,24,ENSMUSG00000047216,227485
Q18255468,Zfp9,21,ENSMUSG00000072623,22750
Q18297509,Gm4854,9,,227506
Q18255469,Zfp90,29,ENSMUSG00000031907,22751
Q18297510,Rpp38,24,ENSMUSG00000049950,227522
Q18297511,Dclre1c,52,ENSMUSG00000026648,227525
Q18297512,Cdnf,22,ENSMUSG00000039496,227526
Q18255470,Zfp92,24,ENSMUSG00000031374,22754
Q18297513,Camk1d,32,ENSMUSG00000039145,227541
Q18297514,Proser2,24,ENSMUSG00000045319,227545
Q18255471,Zfp93,22,ENSMUSG00000055305,22755
Q18255472,Zfp94,27,ENSMUSG00000074282,22756
Q18255473,Zkscan5,33,ENSMUSG00000055991,22757
Q18255474,Zscan12,23,ENSMUSG00000036721,22758
Q18297515,C1ql3,14,,227580
Q18297516,Gm13368,9,,227588
Q18255475,Zfp97,18,ENSMUSG00000095990,22759
Q18297517,Tbpl2,16,,227606
Q18255476,Zfpm1,26,ENSMUSG00000049577,22761
Q18297518,Tor4a,23,ENSMUSG00000059555,227612
Q18297519,Tubb4b,25,ENSMUSG00000036752,227613
Q18297520,Tmem203,20,ENSMUSG00000078201,227615
Q18297521,Lrrc26,19,ENSMUSG00000026961,227618
Q18297522,Man1b1,30,ENSMUSG00000036646,227619
Q18255477,Zfpm2,24,ENSMUSG00000022306,22762
Q18297523,Uap1l1,19,,227620
Q18297524,Paxx,41,ENSMUSG00000047617,227622
Q18297525,Rabl6,28,ENSMUSG00000015087,227624
Q18297526,Obp2a,22,ENSMUSG00000062061,227627
Q18255478,Zfr,40,ENSMUSG00000022201,22763
Q18297527,Lcn11,19,ENSMUSG00000069080,227630
Q18297529,Sohlh1,21,ENSMUSG00000059625,227631
Q18297530,Kcnt1,68,ENSMUSG00000058740,227632
Q18297531,Camsap1,42,ENSMUSG00000026933,227634
Q18297532,Qsox2,25,ENSMUSG00000036327,227638
Q18255479,Zfx,37,ENSMUSG00000079509,22764
Q18297533,Snapc4,48,ENSMUSG00000036281,227644
Q18297534,Sec16a,35,ENSMUSG00000026924,227648
Q18297535,Rexo4,31,ENSMUSG00000052406,227656
Q18297536,Slc2a6,28,ENSMUSG00000036067,227659
Q18255480,Zfy1,18,ENSMUSG00000053211,22767
Q18297537,Gbgt1,27,ENSMUSG00000026829,227671
Q18297538,Ddx31,29,ENSMUSG00000026806,227674
Q18255481,Zfy2,19,ENSMUSG00000000103,22768
Q18297539,Trub2,35,ENSMUSG00000039826,227682
Q18297540,Coq4,33,ENSMUSG00000026798,227683
Q18297541,Zer1,36,ENSMUSG00000039686,227693
Q18297542,Spout1,30,ENSMUSG00000039660,227695
Q18297543,Phyhd1,38,ENSMUSG00000079484,227696
Q18297544,Dolk,20,ENSMUSG00000075419,227697
Q18297545,Nup188,30,ENSMUSG00000052533,227699
Q18255482,Zhx1,25,ENSMUSG00000022361,22770
Q18297546,Sh3glb2,50,ENSMUSG00000026860,227700
Q18297547,BC005624,23,ENSMUSG00000026851,227707
Q18255483,Zic1,23,ENSMUSG00000032368,22771
Q18297548,Exosc2,29,ENSMUSG00000039356,227715
Q18297549,Qrfp,20,ENSMUSG00000043102,227717
Q18255484,Zic2,14,,22772
Q18297550,Nup214,32,ENSMUSG00000001855,227720
Q18297551,Plpp7,24,ENSMUSG00000051373,227721
Q18297552,Prrc2b,41,ENSMUSG00000039262,227723
Q18255485,Zic3,21,ENSMUSG00000067860,22773
Q18297553,Slc25a25,41,ENSMUSG00000026819,227731
Q18297554,Pip5kl1,27,ENSMUSG00000046854,227733
Q18297555,Cfap157,21,ENSMUSG00000038987,227736
Q18297556,Niban2,26,ENSMUSG00000026796,227737
Q18297557,Lrsam1,52,ENSMUSG00000026792,227738
Q18255486,Zic4,46,ENSMUSG00000036972,22774
Q18297558,Mapkap1,47,ENSMUSG00000038696,227743
Q18297559,Rabepk,37,ENSMUSG00000070953,227746
Q18255487,Zik1,18,ENSMUSG00000030393,22775
Q21128618,Gsn,32,ENSMUSG00000026879,227753
Q18255488,Zim1,25,ENSMUSG00000002266,22776
Q18255489,Ikzf1,56,ENSMUSG00000018654,22778
Q18297561,Olfr358,12,,227789
Q18255490,Ikzf2,44,ENSMUSG00000025997,22779
Q18297562,Olfr364-ps1,9,,227794
Q18255491,Ikzf3,25,ENSMUSG00000018168,22780
Q18297563,Rabgap1,39,ENSMUSG00000035437,227800
Q18297564,Dennd1a,49,ENSMUSG00000035392,227801
Q18255492,Ikzf4,43,ENSMUSG00000002578,22781
Q18255493,Slc30a1,19,ENSMUSG00000037434,22782
Q18297565,Gtdc1,41,ENSMUSG00000036890,227835
Q18255494,Slc30a3,28,ENSMUSG00000029151,22784
Q18255495,Slc30a4,17,ENSMUSG00000005802,22785
Q18255496,Zp1,20,ENSMUSG00000024734,22786
Q18297566,Epc2,20,ENSMUSG00000069495,227867
Q18255497,Zp2,25,ENSMUSG00000030911,22787
Q14911877,Zp3,27,ENSMUSG00000004948,22788
Q18297567,Gm13498,10,,227885
Q18255499,Zp3r,22,ENSMUSG00000042554,22789
Q18255500,Dnajc2,30,ENSMUSG00000029014,22791
Q18297568,Gm13527,9,,227920
Q18297569,A930012O16Rik,8,,227923
Q18297570,Cytip,28,ENSMUSG00000026832,227929
Q18255501,Zyx,36,ENSMUSG00000029860,22793
Q18297571,Ccdc148,31,ENSMUSG00000036641,227933
Q18297572,Pkp4,58,ENSMUSG00000026991,227937
Q18297573,Gca,21,ENSMUSG00000026893,227960
Q18297574,Gm13607,9,,227995
Q18297575,4933409G03Rik,9,,227998
Q18297576,Klhl41,21,ENSMUSG00000075307,228003
Q18297577,Ppig,33,ENSMUSG00000042133,228005
Q18297578,Tlk1,35,ENSMUSG00000041997,228012
Q18297579,Mettl8,32,ENSMUSG00000041975,228019
Q18297580,Gm17250,12,,228025
Q14865384,Pdk1,32,ENSMUSG00000006494,228026
Q18297582,Atp5g3,27,ENSMUSG00000018770,228033
Q18297583,A630050E04Rik,10,,228036
Q18297584,Agps,27,ENSMUSG00000042410,228061
Q18297585,Sestd1,31,ENSMUSG00000042272,228071
Q18297586,Cerkl,13,,228094
Q18297587,A130030D18Rik,9,,228116
Q18297588,Zdhhc5,23,ENSMUSG00000034075,228136
Q18297589,P2rx3,28,ENSMUSG00000027071,228139
Q18297590,Tnks1bp1,35,ENSMUSG00000033955,228140
Q18297591,Fads2b,18,ENSMUSG00000075217,228151
Q18297592,Olfr1102,18,ENSMUSG00000049843,228228
Q18297593,Gm13730,9,,228238
Q18297594,Madd,75,ENSMUSG00000040687,228355
Q18297595,1110051M20Rik,29,ENSMUSG00000040591,228356
Q18297596,Lrp4,26,ENSMUSG00000027253,228357
Q18297597,Arhgap1,42,ENSMUSG00000027247,228359
Q18297598,Ambra1,31,ENSMUSG00000040506,228361
Q18297599,Large2,46,ENSMUSG00000040434,228366
Q18297601,Slc35c1,25,ENSMUSG00000049922,228368
Q18297602,Cstf3,29,ENSMUSG00000027176,228410
Q18297603,Prrg4,22,ENSMUSG00000027171,228413
Q18297604,Kif18a,26,ENSMUSG00000027115,228421
Q18297605,Ano3,31,ENSMUSG00000074968,228432
Q18297606,Olfr1283,12,,228443
Q18297607,Arhgap11a,23,ENSMUSG00000041219,228482
Q18297608,Zfp770,21,ENSMUSG00000040321,228491
Q18297609,Bahd1,28,ENSMUSG00000040007,228536
Q18297610,Rhov,21,ENSMUSG00000034226,228543
Q18297611,Vps18,23,ENSMUSG00000034216,228545
Q18297612,Itpka,19,ENSMUSG00000027296,228550
Q18297613,Frmd5,42,ENSMUSG00000027238,228564
Q18297614,Mall,19,ENSMUSG00000027377,228576
Q18297615,F830045P16Rik,20,ENSMUSG00000043727,228592
Q18297616,Ebf4,36,ENSMUSG00000053552,228598
Q18297618,4930402H24Rik,42,ENSMUSG00000027309,228602
Q18297619,Mavs,25,ENSMUSG00000037523,228607
Q18297620,Smox,54,ENSMUSG00000027333,228608
Q18297621,Paral1,8,,228642
Q18297622,Btbd3,27,ENSMUSG00000062098,228662
Q18297623,Sptlc3,22,ENSMUSG00000039092,228677
Q18297624,Sel1l2,22,ENSMUSG00000074764,228684
Q18297625,Kat14,31,ENSMUSG00000027425,228714
Q18297626,Smim26,18,ENSMUSG00000074754,228715
Q18297627,Kiz,28,ENSMUSG00000074749,228730
Q18297628,Nkx2-4,22,ENSMUSG00000054160,228731
Q18297629,Cstl1,24,ENSMUSG00000055177,228756
Q18297630,Sdcbp2,21,ENSMUSG00000027456,228765
Q18297631,Tmem74bos,14,,228767
Q18297632,Psmf1,28,ENSMUSG00000032869,228769
Q18297633,Rspo4,21,ENSMUSG00000032852,228770
Q18297634,Trib3,23,ENSMUSG00000032715,228775
Q18297635,Nrsn2,24,ENSMUSG00000059361,228777
Q18297636,6820408C15Rik,31,ENSMUSG00000032680,228778
Q18297637,Mylk2,22,ENSMUSG00000027470,228785
Q18297638,Xkr7,23,ENSMUSG00000042631,228787
Q18297639,Ccm2l,33,ENSMUSG00000027474,228788
Q18297640,Asxl1,26,ENSMUSG00000042548,228790
Q18297641,Dnmt3bos,8,,228792
Q18297642,Bpifb6,21,ENSMUSG00000068009,228796
Q18297643,Bpifb1,22,ENSMUSG00000027485,228801
Q18297644,Bpifb5,19,ENSMUSG00000038572,228802
Q18297645,Zfp341,23,ENSMUSG00000059842,228807
Q18297646,Pigu,28,ENSMUSG00000038383,228812
Q18297648,Phf20,32,ENSMUSG00000038116,228829
Q18297649,Dlgap4,62,ENSMUSG00000061689,228836
Q18297650,Tgif2,30,ENSMUSG00000062175,228839
Q18297651,D630003M21Rik,24,ENSMUSG00000037813,228846
Q18297652,Ralgapb,45,ENSMUSG00000027652,228850
Q18297654,Ppp1r16b,27,ENSMUSG00000037754,228852
Q18297655,Gdap1l1,16,,228858
Q18297656,Fitm2,16,,228859
Q18297657,Pcif1,30,ENSMUSG00000039849,228866
Q18297658,Ncoa5,30,ENSMUSG00000039804,228869
Q18297659,Slc35c2,52,ENSMUSG00000017664,228875
Q18297660,Zfp334,21,ENSMUSG00000017667,228876
Q18297661,Zmynd8,91,ENSMUSG00000039671,228880
Q18297662,Ddx27,27,ENSMUSG00000017999,228889
Q18297663,Tshz2,22,,228911
Q18297664,Zfp217,33,ENSMUSG00000052056,228913
Q18297665,Gm14269,9,,228916
Q18297666,Cbln4,20,ENSMUSG00000067578,228942
Q18297667,Stx16,42,ENSMUSG00000027522,228960
Q18297668,Npepl1,29,ENSMUSG00000039263,228961
Q18297669,Ppp1r3d,15,,228966
Q18297670,Taf4,22,ENSMUSG00000039117,228980
Q18297671,Osbpl2,27,ENSMUSG00000039050,228983
Q18297672,Slc17a9,31,ENSMUSG00000023393,228993
Q18297673,Ythdf1,22,ENSMUSG00000038848,228994
Q18297674,Arfgap1,53,ENSMUSG00000027575,228998
Q18297675,Helz2,27,ENSMUSG00000027580,229003
Q18297676,Gmeb2,32,ENSMUSG00000038705,229004
Q18297677,Zgpat,28,ENSMUSG00000027582,229007
Q18297678,Samd10,25,ENSMUSG00000038605,229011
Q18297679,Zbtb10,13,,229055
Q18297680,Ythdf3,28,ENSMUSG00000047213,229096
Q18297681,Gm4855,9,,229152
Q18297682,Acad9,30,ENSMUSG00000027710,229211
Q18297683,Qrfpr,22,ENSMUSG00000058400,229214
Q21129706,4932438A13Rik,58,ENSMUSG00000037270,229227
Q18297685,Nudt6,44,ENSMUSG00000050174,229228
Q18297686,Stoml3,13,,229277
Q18297687,Hnrnpa3,28,ENSMUSG00000059005,229279
Q18297688,Spg20,27,ENSMUSG00000036580,229285
Q18297690,Tm4sf4,20,ENSMUSG00000027801,229302
Q18297691,Eif2a,30,ENSMUSG00000027810,229317
Q18297692,Clrn1,24,ENSMUSG00000043850,229320
Q18297693,Gpr171,20,ENSMUSG00000050075,229323
Q18297694,Gm4856,9,,229330
Q18297695,Aadacl2fm1,16,ENSMUSG00000036951,229333
Q18297696,Gpr149,22,ENSMUSG00000043441,229357
Q18297697,Gmps,22,ENSMUSG00000027823,229363
Q18297698,Otol1,21,ENSMUSG00000027788,229389
Q18297699,Gm4857,9,,229443
Q14902031,Ctso,21,ENSMUSG00000028015,229445
Q18297701,Dchs2,8,,229459
Q21129895,Tmem131l,35,ENSMUSG00000033767,229473
Q18297703,Fhdc1,26,ENSMUSG00000041842,229474
Q18297704,Gatb,31,ENSMUSG00000028085,229487
Q18297705,Fam160a1,25,ENSMUSG00000051000,229488
Q18297706,Fcrl1,33,ENSMUSG00000059994,229499
Q18297707,Rrnad1,41,ENSMUSG00000004896,229503
Q18297708,Isg20l2,18,ENSMUSG00000048039,229504
Q18297709,Smg5,33,ENSMUSG00000001415,229512
Q18297710,Slc25a44,33,ENSMUSG00000050144,229517
Q18297711,Syt11,28,ENSMUSG00000068923,229521
Q18297712,Msto1,25,ENSMUSG00000068922,229524
Q18297713,Pbxip1,26,ENSMUSG00000042613,229534
Q18297714,Dennd4b,31,ENSMUSG00000042404,229541
Q18297715,Gatad2b,34,ENSMUSG00000042390,229542
Q18297716,Ints3,29,ENSMUSG00000027933,229543
Q18297717,S100a7l2,19,ENSMUSG00000091175,229550
Q18297718,Sprr4,16,ENSMUSG00000045566,229562
Q18297719,Tdpoz8,19,ENSMUSG00000096879,229571
Q18297720,Flg2,11,,229574
Q18297721,Pogz,36,ENSMUSG00000038902,229584
Q18297722,Gm128,21,ENSMUSG00000068860,229588
Q18297723,Prune1,24,ENSMUSG00000015711,229589
Q18297724,Golph3l,31,ENSMUSG00000046519,229593
Q18297725,Adamtsl4,28,ENSMUSG00000015850,229595
Q18297726,Ciart,26,ENSMUSG00000038550,229599
Q18297727,BC028528,31,ENSMUSG00000038543,229600
Q18297728,Otud7b,36,ENSMUSG00000038495,229603
Q18297729,6330549D23Rik,11,,229613
Q18297730,Pias3,34,ENSMUSG00000028101,229615
Q18297731,Trim45,28,ENSMUSG00000033233,229644
Q18297732,Vangl1,33,ENSMUSG00000027860,229658
Q18297733,Csde1,43,ENSMUSG00000068823,229663
Q14905419,Ampd1,25,ENSMUSG00000070385,229665
Q18297735,Bcl2l15,26,ENSMUSG00000044165,229672
Q18297736,Rsbn1,28,ENSMUSG00000044098,229675
Q18297737,St7l,34,ENSMUSG00000045576,229681
Q18297738,Chil5,26,ENSMUSG00000043873,229687
Q18297739,Chil6,20,ENSMUSG00000027902,229688
Q18297740,AI504432,11,,229694
Q18297741,Cym,18,ENSMUSG00000046213,229697
Q18297744,Slc16a4,22,ENSMUSG00000027896,229699
Q18297745,Rbm15,18,,229700
Q18297746,Slc6a17,34,ENSMUSG00000027894,229706
Q18297747,Strip1,25,ENSMUSG00000014601,229707
Q18297748,Ahcyl1,36,ENSMUSG00000027893,229709
Q18297749,Gpr61,23,ENSMUSG00000046793,229714
Q18297750,Amigo1,26,ENSMUSG00000050947,229715
Q18297751,Elapor1,31,ENSMUSG00000040412,229722
Q18297752,Clcc1,33,ENSMUSG00000027884,229725
Q18297753,Slc25a24,21,ENSMUSG00000040322,229731
Q18297754,Gm4859,9,,229746
Q18297755,Olfm3,26,ENSMUSG00000027965,229759
Q18297757,Cdc14a,37,ENSMUSG00000033502,229776
Q18297759,Trmt13,40,ENSMUSG00000033439,229780
Q18297760,Slc35a3,34,ENSMUSG00000027957,229782
Q18297761,Plppr4,22,ENSMUSG00000044667,229791
Q18297762,Tram1l1,19,ENSMUSG00000044528,229801
Q18297763,Gm4860,9,,229837
Q18297764,Cenpe,22,ENSMUSG00000045328,229841
Q18297765,Gm567,16,ENSMUSG00000104610,229861
Q18297766,Gm4861,17,ENSMUSG00000055138,229862
Q18297767,Rap1gds1,33,ENSMUSG00000028149,229877
Q18297768,Gm4862,9,,229879
Q18297769,Gm4863,9,,229883
Q18297770,Gbp5,24,ENSMUSG00000105504,229898
Q18297771,Gbp7,13,,229900
Q18297772,Kyat3,35,ENSMUSG00000040213,229905
Q15316620,Gtf2b,16,,229906
Q18297774,Clca3b,11,,229927
Q18297775,Clca2,25,ENSMUSG00000036960,229933
Q18297776,Znhit6,31,ENSMUSG00000074182,229937
Q18297777,Ak5,26,ENSMUSG00000039058,229949
Q18297778,Gm11839,9,,230010
Q18297779,Prdm13,27,ENSMUSG00000040478,230025
Q18297780,Coq3,25,ENSMUSG00000028247,230027
Q18297781,Gm11907,9,,230044
Q18297782,Ddx58,13,,230073
Q18297783,Ndufb6,20,ENSMUSG00000071014,230075
Q18297784,Nol6,26,ENSMUSG00000028430,230082
Q18297785,Phf24,43,ENSMUSG00000036062,230085
Q18297786,Fam214b,41,ENSMUSG00000036002,230088
Q18297787,Arhgef39,16,,230098
Q18297788,Car9,26,ENSMUSG00000028463,230099
Q18297789,Gba2,30,ENSMUSG00000028467,230101
Q18297790,Npr2,31,ENSMUSG00000028469,230103
Q18297791,Zbtb5,25,ENSMUSG00000049657,230119
Q18297792,Slc25a51,33,ENSMUSG00000045973,230125
Q18297793,Shb,12,,230126
Q18297794,Gm568,8,,230143
Q18297795,Galnt12,23,ENSMUSG00000039774,230145
Q18297796,Tmeff1,25,ENSMUSG00000028347,230157
Q18297797,Acnat1,31,ENSMUSG00000070985,230161
Q18297798,Zfp189,19,ENSMUSG00000039634,230162
Q21518794,Aldob,21,ENSMUSG00000028307,230163
Q18297801,Elp1,28,ENSMUSG00000028431,230233
Q18297803,Abitram,25,ENSMUSG00000038827,230234
Q18297804,Frrs1l,21,ENSMUSG00000045589,230235
Q18297805,Ecpas,35,ENSMUSG00000050812,230249
Q18297806,Ptbp3,36,ENSMUSG00000028382,230257
Q18297807,E130308A19Rik,30,ENSMUSG00000045071,230259
Q18297808,Tmem268,33,ENSMUSG00000045917,230279
Q18297809,Megf9,14,,230316
Q18297810,Haus6,25,ENSMUSG00000038047,230376
Q18297811,Acer2,30,ENSMUSG00000038007,230379
Q18297812,Focad,34,ENSMUSG00000038368,230393
Q18297813,Ifna13,26,ENSMUSG00000063376,230396
Q18297814,Ifna16,20,,230398
Q18297815,Ifne,19,ENSMUSG00000045364,230405
Q18297816,Junos,50,,230451
Q18297817,Cyp2j13,23,ENSMUSG00000028571,230459
Q18297818,Usp1,24,ENSMUSG00000028560,230484
Q18297819,Efcab7,14,,230500
